code,name,id,region:id
1663,MALVIK,no_1663,no_nor
1664,SELBU,no_1664,no_nor
1665,TYDAL,no_1665,no_nor
1702,STEINKJER,no_1702,no_nor
1703,NAMSOS,no_1703,no_nor
1711,MERÅKER,no_1711,no_nor
1714,STJØRDAL,no_1714,no_nor
1717,FROSTA,no_1717,no_nor
1718,LEKSVIK,no_1718,no_nor
1719,LEVANGER,no_1719,no_nor
1721,VERDAL,no_1721,no_nor
1724,VERRAN,no_1724,no_nor
1725,NAMDALSEID,no_1725,no_nor
1736,SNÅSA,no_1736,no_nor
1738,LIERNE,no_1738,no_nor
1739,RØYRVIK,no_1739,no_nor
1740,NAMSSKOGAN,no_1740,no_nor
1742,GRONG,no_1742,no_nor
1743,HØYLANDET,no_1743,no_nor
1744,OVERHALLA,no_1744,no_nor
1748,FOSNES,no_1748,no_nor
1749,FLATANGER,no_1749,no_nor
1750,VIKNA,no_1750,no_nor
1751,NÆRØY,no_1751,no_nor
1755,LEKA,no_1755,no_nor
1756,INDERØY,no_1756,no_nor
1804,BODØ,no_1804,no_nor
1805,NARVIK,no_1805,no_nor
1811,BINDAL,no_1811,no_nor
1812,SØMNA,no_1812,no_nor
1813,BRØNNØY,no_1813,no_nor
1815,VEGA,no_1815,no_nor
1816,VEVELSTAD,no_1816,no_nor
1818,HERØY (N.),no_1818,no_nor
1820,ALSTAHAUG,no_1820,no_nor
1822,LEIRFJORD,no_1822,no_nor
1824,VEFSN,no_1824,no_nor
1825,GRANE,no_1825,no_nor
1826,HATTFJELLDAL,no_1826,no_nor
1827,DØNNA,no_1827,no_nor
1828,NESNA,no_1828,no_nor
1832,HEMNES,no_1832,no_nor
1833,RANA,no_1833,no_nor
1834,LURØY,no_1834,no_nor
1835,TRÆNA,no_1835,no_nor
1836,RØDØY,no_1836,no_nor
1837,MELØY,no_1837,no_nor
1838,GILDESKÅL,no_1838,no_nor
1839,BEIARN,no_1839,no_nor
1840,SALTDAL,no_1840,no_nor
1841,FAUSKE,no_1841,no_nor
1845,SØRFOLD,no_1845,no_nor
1848,STEIGEN,no_1848,no_nor
1849,HAMARØY,no_1849,no_nor
1850,TYSFJORD,no_1850,no_nor
1851,LØDINGEN,no_1851,no_nor
1852,TJELDSUND,no_1852,no_nor
1853,EVENES,no_1853,no_nor
1854,BALLANGEN,no_1854,no_nor
1856,RØST,no_1856,no_nor
1857,VÆRØY,no_1857,no_nor
1859,FLAKSTAD,no_1859,no_nor
1860,VESTVÅGØY,no_1860,no_nor
1865,VÅGAN,no_1865,no_nor
1866,HADSEL,no_1866,no_nor
1867,BØ (N.),no_1867,no_nor
1868,ØKSNES,no_1868,no_nor
1870,SORTLAND,no_1870,no_nor
1871,ANDØY,no_1871,no_nor
1874,MOSKENES,no_1874,no_nor
1902,TROMSØ,no_1902,no_nor
1903,HARSTAD,no_1903,no_nor
1911,KVÆFJORD,no_1911,no_nor
1913,SKÅNLAND,no_1913,no_nor
1917,IBESTAD,no_1917,no_nor
1919,GRATANGEN,no_1919,no_nor
1920,LAVANGEN,no_1920,no_nor
1922,BARDU,no_1922,no_nor
1923,SALANGEN,no_1923,no_nor
1924,MÅLSELV,no_1924,no_nor
1925,SØRREISA,no_1925,no_nor
1926,DYRØY,no_1926,no_nor
1927,TRANØY,no_1927,no_nor
1928,TORSKEN,no_1928,no_nor
1929,BERG,no_1929,no_nor
1931,LENVIK,no_1931,no_nor
1933,BALSFJORD,no_1933,no_nor
1936,KARLSØY,no_1936,no_nor
1938,LYNGEN,no_1938,no_nor
1939,STORFJORD,no_1939,no_nor
1940,GÁIVUOTNA KÅFJORD,no_1940,no_nor
1941,SKJERVØY,no_1941,no_nor
1942,NORDREISA,no_1942,no_nor
1943,KVÆNANGEN,no_1943,no_nor
2012,ALTA,no_2012,no_nor
2111,SPITSBERGEN,no_2111,no_nor
2121,BJØRNØYA,no_2121,no_nor
2131,HOPEN,no_2131,no_nor
2211,JAN MAYEN,no_2211,no_nor
