id,region:id,code,name
l10n_base.no_1233,l10n_base.no_nor,1233,ULVIK
l10n_base.no_1234,l10n_base.no_nor,1234,GRANVIN
l10n_base.no_1235,l10n_base.no_nor,1235,VOSS
l10n_base.no_1238,l10n_base.no_nor,1238,KVAM
l10n_base.no_1241,l10n_base.no_nor,1241,FUSA
l10n_base.no_1242,l10n_base.no_nor,1242,SAMNANGER
l10n_base.no_1243,l10n_base.no_nor,1243,OS (HORDALAND)
l10n_base.no_1244,l10n_base.no_nor,1244,AUSTEVOLL
l10n_base.no_1245,l10n_base.no_nor,1245,SUND
l10n_base.no_1246,l10n_base.no_nor,1246,FJELL
l10n_base.no_1247,l10n_base.no_nor,1247,ASKØY
l10n_base.no_1251,l10n_base.no_nor,1251,VAKSDAL
l10n_base.no_1252,l10n_base.no_nor,1252,MODALEN
l10n_base.no_1253,l10n_base.no_nor,1253,OSTERØY
l10n_base.no_1256,l10n_base.no_nor,1256,MELAND
l10n_base.no_1259,l10n_base.no_nor,1259,ØYGARDEN
l10n_base.no_1260,l10n_base.no_nor,1260,RADØY
l10n_base.no_1263,l10n_base.no_nor,1263,LINDÅS
l10n_base.no_1264,l10n_base.no_nor,1264,AUSTRHEIM
l10n_base.no_1265,l10n_base.no_nor,1265,FEDJE
l10n_base.no_1266,l10n_base.no_nor,1266,MASFJORDEN
l10n_base.no_1401,l10n_base.no_nor,1401,FLORA
l10n_base.no_1411,l10n_base.no_nor,1411,GULEN
l10n_base.no_1412,l10n_base.no_nor,1412,SOLUND
l10n_base.no_1413,l10n_base.no_nor,1413,HYLLESTAD
l10n_base.no_1416,l10n_base.no_nor,1416,HØYANGER
l10n_base.no_1417,l10n_base.no_nor,1417,VIK
l10n_base.no_1418,l10n_base.no_nor,1418,BALESTRAND
l10n_base.no_1419,l10n_base.no_nor,1419,LEIKANGER
l10n_base.no_1420,l10n_base.no_nor,1420,SOGNDAL
l10n_base.no_1421,l10n_base.no_nor,1421,AURLAND
l10n_base.no_1422,l10n_base.no_nor,1422,LÆRDAL
l10n_base.no_1424,l10n_base.no_nor,1424,ÅRDAL
l10n_base.no_1426,l10n_base.no_nor,1426,LUSTER
l10n_base.no_1428,l10n_base.no_nor,1428,ASKVOLL
l10n_base.no_1429,l10n_base.no_nor,1429,FJALER
l10n_base.no_1430,l10n_base.no_nor,1430,GAULAR
l10n_base.no_1431,l10n_base.no_nor,1431,JØLSTER
l10n_base.no_1432,l10n_base.no_nor,1432,FØRDE
l10n_base.no_1433,l10n_base.no_nor,1433,NAUSTDAL
l10n_base.no_1438,l10n_base.no_nor,1438,BREMANGER
l10n_base.no_1439,l10n_base.no_nor,1439,VÅGSØY
l10n_base.no_1441,l10n_base.no_nor,1441,SELJE
l10n_base.no_1443,l10n_base.no_nor,1443,EID
l10n_base.no_1444,l10n_base.no_nor,1444,HORNINDAL
l10n_base.no_1445,l10n_base.no_nor,1445,GLOPPEN
l10n_base.no_1449,l10n_base.no_nor,1449,STRYN
l10n_base.no_1502,l10n_base.no_nor,1502,MOLDE
l10n_base.no_1504,l10n_base.no_nor,1504,ÅLESUND
l10n_base.no_1505,l10n_base.no_nor,1505,KRISTIANSUND
l10n_base.no_1511,l10n_base.no_nor,1511,VANYLVEN
l10n_base.no_1514,l10n_base.no_nor,1514,SANDE (M.R.)
l10n_base.no_1515,l10n_base.no_nor,1515,HERØY (M.R.)
l10n_base.no_1516,l10n_base.no_nor,1516,ULSTEIN
l10n_base.no_1517,l10n_base.no_nor,1517,HAREID
l10n_base.no_1519,l10n_base.no_nor,1519,VOLDA
l10n_base.no_1520,l10n_base.no_nor,1520,ØRSTA
l10n_base.no_1523,l10n_base.no_nor,1523,ØRSKOG
l10n_base.no_1524,l10n_base.no_nor,1524,NORDDAL
l10n_base.no_1525,l10n_base.no_nor,1525,STRANDA
l10n_base.no_1526,l10n_base.no_nor,1526,STORDAL
l10n_base.no_1528,l10n_base.no_nor,1528,SYKKYLVEN
l10n_base.no_1529,l10n_base.no_nor,1529,SKODJE
l10n_base.no_1531,l10n_base.no_nor,1531,SULA
l10n_base.no_1532,l10n_base.no_nor,1532,GISKE
l10n_base.no_1534,l10n_base.no_nor,1534,HARAM
l10n_base.no_1535,l10n_base.no_nor,1535,VESTNES
l10n_base.no_1539,l10n_base.no_nor,1539,RAUMA
l10n_base.no_1543,l10n_base.no_nor,1543,NESSET
l10n_base.no_1545,l10n_base.no_nor,1545,MIDSUND
l10n_base.no_1546,l10n_base.no_nor,1546,SANDØY
l10n_base.no_1547,l10n_base.no_nor,1547,AUKRA
l10n_base.no_1548,l10n_base.no_nor,1548,FRÆNA
l10n_base.no_1551,l10n_base.no_nor,1551,EIDE
l10n_base.no_1554,l10n_base.no_nor,1554,AVERØY
l10n_base.no_1557,l10n_base.no_nor,1557,GJEMNES
l10n_base.no_1560,l10n_base.no_nor,1560,TINGVOLL
l10n_base.no_1563,l10n_base.no_nor,1563,SUNNDAL
l10n_base.no_1566,l10n_base.no_nor,1566,SURNADAL
l10n_base.no_1567,l10n_base.no_nor,1567,RINDAL
l10n_base.no_1571,l10n_base.no_nor,1571,HALSA
l10n_base.no_1573,l10n_base.no_nor,1573,SMØLA
l10n_base.no_1576,l10n_base.no_nor,1576,AURE
l10n_base.no_1601,l10n_base.no_nor,1601,TRONDHEIM
l10n_base.no_1612,l10n_base.no_nor,1612,HEMNE
l10n_base.no_1613,l10n_base.no_nor,1613,SNILLFJORD
l10n_base.no_1617,l10n_base.no_nor,1617,HITRA
l10n_base.no_1620,l10n_base.no_nor,1620,FRØYA
l10n_base.no_1621,l10n_base.no_nor,1621,ØRLAND
l10n_base.no_1622,l10n_base.no_nor,1622,AGDENES
l10n_base.no_1624,l10n_base.no_nor,1624,RISSA
l10n_base.no_1627,l10n_base.no_nor,1627,BJUGN
l10n_base.no_1630,l10n_base.no_nor,1630,ÅFJORD
l10n_base.no_1632,l10n_base.no_nor,1632,ROAN
l10n_base.no_1633,l10n_base.no_nor,1633,OSEN
l10n_base.no_1634,l10n_base.no_nor,1634,OPPDAL
l10n_base.no_1635,l10n_base.no_nor,1635,RENNEBU
l10n_base.no_1636,l10n_base.no_nor,1636,MELDAL
l10n_base.no_1638,l10n_base.no_nor,1638,ORKDAL
l10n_base.no_1640,l10n_base.no_nor,1640,RØROS
l10n_base.no_1644,l10n_base.no_nor,1644,HOLTÅLEN
l10n_base.no_1648,l10n_base.no_nor,1648,MIDTRE GAULDAL
l10n_base.no_1653,l10n_base.no_nor,1653,MELHUS
l10n_base.no_1657,l10n_base.no_nor,1657,SKAUN
l10n_base.no_1662,l10n_base.no_nor,1662,KLÆBU
l10n_base.no_1663,l10n_base.no_nor,1663,MALVIK
l10n_base.no_1664,l10n_base.no_nor,1664,SELBU
l10n_base.no_1665,l10n_base.no_nor,1665,TYDAL
l10n_base.no_1702,l10n_base.no_nor,1702,STEINKJER
l10n_base.no_1703,l10n_base.no_nor,1703,NAMSOS
l10n_base.no_1711,l10n_base.no_nor,1711,MERÅKER
l10n_base.no_1714,l10n_base.no_nor,1714,STJØRDAL
l10n_base.no_1717,l10n_base.no_nor,1717,FROSTA
l10n_base.no_1718,l10n_base.no_nor,1718,LEKSVIK
l10n_base.no_1719,l10n_base.no_nor,1719,LEVANGER
l10n_base.no_1721,l10n_base.no_nor,1721,VERDAL
l10n_base.no_1724,l10n_base.no_nor,1724,VERRAN
l10n_base.no_1725,l10n_base.no_nor,1725,NAMDALSEID
l10n_base.no_1736,l10n_base.no_nor,1736,SNÅSA
l10n_base.no_1738,l10n_base.no_nor,1738,LIERNE
l10n_base.no_1739,l10n_base.no_nor,1739,RØYRVIK
l10n_base.no_1740,l10n_base.no_nor,1740,NAMSSKOGAN
l10n_base.no_1742,l10n_base.no_nor,1742,GRONG
l10n_base.no_1743,l10n_base.no_nor,1743,HØYLANDET
l10n_base.no_1744,l10n_base.no_nor,1744,OVERHALLA
l10n_base.no_1748,l10n_base.no_nor,1748,FOSNES
l10n_base.no_1749,l10n_base.no_nor,1749,FLATANGER
l10n_base.no_1750,l10n_base.no_nor,1750,VIKNA
l10n_base.no_1751,l10n_base.no_nor,1751,NÆRØY
l10n_base.no_1755,l10n_base.no_nor,1755,LEKA
l10n_base.no_1756,l10n_base.no_nor,1756,INDERØY
l10n_base.no_1804,l10n_base.no_nor,1804,BODØ
l10n_base.no_1805,l10n_base.no_nor,1805,NARVIK
l10n_base.no_1811,l10n_base.no_nor,1811,BINDAL
l10n_base.no_1812,l10n_base.no_nor,1812,SØMNA
l10n_base.no_1813,l10n_base.no_nor,1813,BRØNNØY
l10n_base.no_1815,l10n_base.no_nor,1815,VEGA
l10n_base.no_1816,l10n_base.no_nor,1816,VEVELSTAD
l10n_base.no_1818,l10n_base.no_nor,1818,HERØY (N.)
l10n_base.no_1820,l10n_base.no_nor,1820,ALSTAHAUG
l10n_base.no_1822,l10n_base.no_nor,1822,LEIRFJORD
l10n_base.no_1824,l10n_base.no_nor,1824,VEFSN
l10n_base.no_1825,l10n_base.no_nor,1825,GRANE
l10n_base.no_1826,l10n_base.no_nor,1826,HATTFJELLDAL
l10n_base.no_1827,l10n_base.no_nor,1827,DØNNA
l10n_base.no_1828,l10n_base.no_nor,1828,NESNA
l10n_base.no_1832,l10n_base.no_nor,1832,HEMNES
l10n_base.no_1833,l10n_base.no_nor,1833,RANA
l10n_base.no_1834,l10n_base.no_nor,1834,LURØY
l10n_base.no_1835,l10n_base.no_nor,1835,TRÆNA
l10n_base.no_1836,l10n_base.no_nor,1836,RØDØY
l10n_base.no_1837,l10n_base.no_nor,1837,MELØY
l10n_base.no_1838,l10n_base.no_nor,1838,GILDESKÅL
l10n_base.no_1839,l10n_base.no_nor,1839,BEIARN
l10n_base.no_1840,l10n_base.no_nor,1840,SALTDAL
l10n_base.no_1841,l10n_base.no_nor,1841,FAUSKE
l10n_base.no_1845,l10n_base.no_nor,1845,SØRFOLD
l10n_base.no_1848,l10n_base.no_nor,1848,STEIGEN
l10n_base.no_1849,l10n_base.no_nor,1849,HAMARØY
l10n_base.no_1850,l10n_base.no_nor,1850,TYSFJORD
l10n_base.no_1851,l10n_base.no_nor,1851,LØDINGEN
l10n_base.no_1852,l10n_base.no_nor,1852,TJELDSUND
l10n_base.no_1853,l10n_base.no_nor,1853,EVENES
l10n_base.no_1854,l10n_base.no_nor,1854,BALLANGEN
l10n_base.no_1856,l10n_base.no_nor,1856,RØST
l10n_base.no_1857,l10n_base.no_nor,1857,VÆRØY
l10n_base.no_1859,l10n_base.no_nor,1859,FLAKSTAD
l10n_base.no_1860,l10n_base.no_nor,1860,VESTVÅGØY
l10n_base.no_1865,l10n_base.no_nor,1865,VÅGAN
l10n_base.no_1866,l10n_base.no_nor,1866,HADSEL
l10n_base.no_1867,l10n_base.no_nor,1867,BØ (N.)
l10n_base.no_1868,l10n_base.no_nor,1868,ØKSNES
l10n_base.no_1870,l10n_base.no_nor,1870,SORTLAND
l10n_base.no_1871,l10n_base.no_nor,1871,ANDØY
l10n_base.no_1874,l10n_base.no_nor,1874,MOSKENES
l10n_base.no_1902,l10n_base.no_nor,1902,TROMSØ
l10n_base.no_1903,l10n_base.no_nor,1903,HARSTAD
l10n_base.no_1911,l10n_base.no_nor,1911,KVÆFJORD
l10n_base.no_1913,l10n_base.no_nor,1913,SKÅNLAND
l10n_base.no_1917,l10n_base.no_nor,1917,IBESTAD
l10n_base.no_1919,l10n_base.no_nor,1919,GRATANGEN
l10n_base.no_1920,l10n_base.no_nor,1920,LAVANGEN
l10n_base.no_1922,l10n_base.no_nor,1922,BARDU
l10n_base.no_1923,l10n_base.no_nor,1923,SALANGEN
l10n_base.no_1924,l10n_base.no_nor,1924,MÅLSELV
l10n_base.no_1925,l10n_base.no_nor,1925,SØRREISA
l10n_base.no_1926,l10n_base.no_nor,1926,DYRØY
l10n_base.no_1927,l10n_base.no_nor,1927,TRANØY
l10n_base.no_1928,l10n_base.no_nor,1928,TORSKEN
l10n_base.no_1929,l10n_base.no_nor,1929,BERG
l10n_base.no_1931,l10n_base.no_nor,1931,LENVIK
l10n_base.no_1933,l10n_base.no_nor,1933,BALSFJORD
l10n_base.no_1936,l10n_base.no_nor,1936,KARLSØY
l10n_base.no_1938,l10n_base.no_nor,1938,LYNGEN
l10n_base.no_1939,l10n_base.no_nor,1939,STORFJORD
l10n_base.no_1940,l10n_base.no_nor,1940,GÁIVUOTNA KÅFJORD
l10n_base.no_1941,l10n_base.no_nor,1941,SKJERVØY
l10n_base.no_1942,l10n_base.no_nor,1942,NORDREISA
l10n_base.no_1943,l10n_base.no_nor,1943,KVÆNANGEN
l10n_base.no_2012,l10n_base.no_nor,2012,ALTA
l10n_base.no_2111,l10n_base.no_nor,2111,SPITSBERGEN
l10n_base.no_2121,l10n_base.no_nor,2121,BJØRNØYA
l10n_base.no_2131,l10n_base.no_nor,2131,HOPEN
l10n_base.no_2211,l10n_base.no_nor,2211,JAN MAYEN
