id,name,province_id:id,zip,phone_prefix,istat_code,cadaster_code,web_site
l10n_it_base.si_321,Ravne na Koroškem,l10n_it_base.si_c_162,2390,386,251,245,
l10n_it_base.si_322,Razkrižje,l10n_it_base.si_c_322,9246,386,251,245,
l10n_it_base.si_323,Rečica ob Savinji,l10n_it_base.si_c_323,3332,386,251,245,
l10n_it_base.si_324,Renče,l10n_it_base.si_c_324,5292,386,251,245,
l10n_it_base.si_325,Ribnica,l10n_it_base.si_c_075,1310,386,251,245,
l10n_it_base.si_326,Ribnica na Pohorju,l10n_it_base.si_c_326,2364,386,251,245,
l10n_it_base.si_327,Rimske Toplice,l10n_it_base.si_c_133,3272,386,251,245,
l10n_it_base.si_328,Rob,l10n_it_base.si_c_328,1314,386,251,245,
l10n_it_base.si_329,Ročinj,l10n_it_base.si_c_059,5215,386,251,245,
l10n_it_base.si_330,Rogaška Slatina,l10n_it_base.si_c_284,3250,386,251,245,
l10n_it_base.si_331,Rogašovci,l10n_it_base.si_c_331,9262,386,251,245,
l10n_it_base.si_332,Rogatec,l10n_it_base.si_c_332,3252,386,251,245,
l10n_it_base.si_333,Rovte,l10n_it_base.si_c_116,1373,386,251,245,
l10n_it_base.si_334,Ruše,l10n_it_base.si_c_010,2342,386,251,245,
l10n_it_base.si_335,Sava,l10n_it_base.si_c_074,1282,386,251,245,
l10n_it_base.si_336,Sečovlje/Sicciole,l10n_it_base.si_c_267,6333,386,251,245,
l10n_it_base.si_337,Selca,l10n_it_base.si_c_337,4227,386,251,245,
l10n_it_base.si_338,Selnica ob Dravi,l10n_it_base.si_c_338,2352,386,251,245,
l10n_it_base.si_339,Semič,l10n_it_base.si_c_339,8333,386,251,245,
l10n_it_base.si_340,Senovo,l10n_it_base.si_c_028,8281,386,251,245,
l10n_it_base.si_341,Senožeče,l10n_it_base.si_c_061,6224,386,251,245,
l10n_it_base.si_342,Sevnica,l10n_it_base.si_c_014,8290,386,251,245,
l10n_it_base.si_343,Sežana,l10n_it_base.si_c_085,6210,386,251,245,
l10n_it_base.si_344,Sladki Vrh,l10n_it_base.si_c_045,2214,386,251,245,
l10n_it_base.si_345,Slap ob Idrijci,l10n_it_base.si_c_106,5283,386,251,245,
l10n_it_base.si_346,Slovenj Gradec,l10n_it_base.si_c_278,2380,386,251,245,
l10n_it_base.si_347,Slovenska Bistrica,l10n_it_base.si_c_178,2310,386,251,245,
l10n_it_base.si_348,Slovenske Konjice,l10n_it_base.si_c_199,3210,386,251,245,
l10n_it_base.si_349,Smlednik,l10n_it_base.si_c_225,1216,386,251,245,
l10n_it_base.si_350,Soča,l10n_it_base.si_c_024,5232,386,251,245,
l10n_it_base.si_351,Sodražica,l10n_it_base.si_c_351,1317,386,251,245,
l10n_it_base.si_352,Solčava,l10n_it_base.si_c_352,3335,386,251,245,
l10n_it_base.si_353,Solkan,l10n_it_base.si_c_025,5250,386,251,245,
l10n_it_base.si_354,Sorica,l10n_it_base.si_c_337,4229,386,251,245,
l10n_it_base.si_355,Sovodenj,l10n_it_base.si_c_096,4225,386,251,245,
l10n_it_base.si_356,Spodnja Idrija,l10n_it_base.si_c_055,5281,386,251,245,
l10n_it_base.si_357,Spodnji Duplek,l10n_it_base.si_c_357,2241,386,251,245,
l10n_it_base.si_358,Spodnji Ivanjci,l10n_it_base.si_c_099,9245,386,251,245,
l10n_it_base.si_359,Središče ob Dravi,l10n_it_base.si_c_359,2277,386,251,245,
l10n_it_base.si_360,Srednja vas v Bohinju,l10n_it_base.si_c_020,4267,386,251,245,
l10n_it_base.si_361,Sromlje,l10n_it_base.si_c_005,8256,386,251,245,
l10n_it_base.si_362,Srpenica,l10n_it_base.si_c_024,5224,386,251,245,
l10n_it_base.si_363,Stahovica,l10n_it_base.si_c_140,1242,386,251,245,
l10n_it_base.si_364,Stara Cerkev,l10n_it_base.si_c_149,1332,386,251,245,
l10n_it_base.si_365,Stari trg ob Kolpi,l10n_it_base.si_c_001,8342,386,251,245,
l10n_it_base.si_366,Stari trg pri Ložu,l10n_it_base.si_c_366,1386,386,251,245,
l10n_it_base.si_367,Starše,l10n_it_base.si_c_220,2205,386,251,245,
l10n_it_base.si_368,Stoperce,l10n_it_base.si_c_213,2289,386,251,245,
l10n_it_base.si_369,Stopiče,l10n_it_base.si_c_034,8322,386,251,245,
l10n_it_base.si_370,Stranice,l10n_it_base.si_c_370,3206,386,251,245,
l10n_it_base.si_371,Straža,l10n_it_base.si_c_371,8351,386,251,245,
l10n_it_base.si_372,Struge,l10n_it_base.si_c_372,1313,386,251,245,
l10n_it_base.si_373,Studenec,l10n_it_base.si_c_014,8293,386,251,245,
l10n_it_base.si_374,Suhor,l10n_it_base.si_c_104,8331,386,251,245,
l10n_it_base.si_375,Sv. Ana v Slovenskih goricah,l10n_it_base.si_c_375,2233,386,251,245,
l10n_it_base.si_376,Sv. Trojica v Slovenskih goricah,l10n_it_base.si_c_376,2235,386,251,245,
l10n_it_base.si_377,Sveti Duh na Ostrem Vrhu,l10n_it_base.si_c_338,2353,386,251,245,
l10n_it_base.si_378,Sveti Jurij ob Ščavnici,l10n_it_base.si_c_134,9244,386,251,245,
l10n_it_base.si_379,Sveti Štefan,l10n_it_base.si_c_379,3264,386,251,245,
l10n_it_base.si_380,Sveti Tomaž,l10n_it_base.si_c_380,2258,386,251,245,
l10n_it_base.si_381,Šalovci,l10n_it_base.si_c_381,9204,386,251,245,
l10n_it_base.si_382,Šempas,l10n_it_base.si_c_025,5261,386,251,245,
l10n_it_base.si_383,Šempeter pri Gorici,l10n_it_base.si_c_383,5290,386,251,245,
l10n_it_base.si_384,Šempeter v Savinjski dolini,l10n_it_base.si_c_108,3311,386,251,245,
l10n_it_base.si_385,Šenčur,l10n_it_base.si_c_385,4208,386,251,245,
l10n_it_base.si_386,Šentilj v Slovenskih goricah,l10n_it_base.si_c_045,2212,386,251,245,
l10n_it_base.si_387,Šentjanž,l10n_it_base.si_c_014,8297,386,251,245,
l10n_it_base.si_388,Šentjanž pri Dravogradu,l10n_it_base.si_c_083,2373,386,251,245,
l10n_it_base.si_389,Šentjernej,l10n_it_base.si_c_389,8310,386,251,245,
l10n_it_base.si_390,Šentjur,l10n_it_base.si_c_082,3230,386,251,245,
l10n_it_base.si_391,Šentrupert,l10n_it_base.si_c_133,3271,386,251,245,
l10n_it_base.si_392,Šentrupert,l10n_it_base.si_c_392,8232,386,251,245,
l10n_it_base.si_393,Šentvid pri Stični,l10n_it_base.si_c_124,1296,386,251,245,
l10n_it_base.si_394,Škocjan,l10n_it_base.si_c_036,8275,386,251,245,
l10n_it_base.si_395,Škofije,l10n_it_base.si_c_054,6281,386,251,245,
l10n_it_base.si_396,Škofja Loka,l10n_it_base.si_c_396,4220,386,251,245,
l10n_it_base.si_397,Škofja vas,l10n_it_base.si_c_038,3211,386,251,245,
l10n_it_base.si_398,Škofljica,l10n_it_base.si_c_398,1291,386,251,245,
l10n_it_base.si_399,Šmarje,l10n_it_base.si_c_054,6274,386,251,245,
l10n_it_base.si_400,Šmarje - Sap,l10n_it_base.si_c_110,1293,386,251,245,
l10n_it_base.si_401,Šmarje pri Jelšah,l10n_it_base.si_c_379,3240,386,251,245,
l10n_it_base.si_402,Šmarješke Toplice,l10n_it_base.si_c_402,8220,386,251,245,
l10n_it_base.si_403,Šmartno na Pohorju,l10n_it_base.si_c_178,2315,386,251,245,
l10n_it_base.si_404,Šmartno ob Dreti,l10n_it_base.si_c_246,3341,386,251,245,
l10n_it_base.si_405,Šmartno ob Paki,l10n_it_base.si_c_405,3327,386,251,245,
l10n_it_base.si_406,Šmartno pri Litiji,l10n_it_base.si_c_305,1275,386,251,245,
l10n_it_base.si_407,Šmartno pri Slovenj Gradcu,l10n_it_base.si_c_278,2383,386,251,245,
l10n_it_base.si_408,Šmartno v Rožni dolini,l10n_it_base.si_c_038,3201,386,251,245,
l10n_it_base.si_409,Šoštanj,l10n_it_base.si_c_409,3325,386,251,245,
l10n_it_base.si_410,Štanjel,l10n_it_base.si_c_153,6222,386,251,245,
l10n_it_base.si_411,Štore,l10n_it_base.si_c_411,3220,386,251,245,
l10n_it_base.si_412,Tabor,l10n_it_base.si_c_143,3304,386,251,245,
l10n_it_base.si_413,Teharje,l10n_it_base.si_c_038,3221,386,251,245,
l10n_it_base.si_414,Tišina,l10n_it_base.si_c_414,9251,386,251,245,
l10n_it_base.si_415,Tolmin,l10n_it_base.si_c_106,5220,386,251,245,
l10n_it_base.si_416,Topolšica,l10n_it_base.si_c_409,3326,386,251,245,
l10n_it_base.si_417,Trbonje,l10n_it_base.si_c_083,2371,386,251,245,
l10n_it_base.si_418,Trbovlje,l10n_it_base.si_c_065,1420,386,251,245,
l10n_it_base.si_419,Trebelno,l10n_it_base.si_c_236,8231,386,251,245,
l10n_it_base.si_420,Trebnje,l10n_it_base.si_c_068,8210,386,251,245,
l10n_it_base.si_421,Trnovo pri Gorici,l10n_it_base.si_c_025,5252,386,251,245,
l10n_it_base.si_422,Trnovska vas,l10n_it_base.si_c_422,2254,386,251,245,
l10n_it_base.si_423,Trojane,l10n_it_base.si_c_013,1222,386,251,245,
l10n_it_base.si_424,Trzin,l10n_it_base.si_c_424,1236,386,251,245,
l10n_it_base.si_425,Tržič,l10n_it_base.si_c_169,4290,386,251,245,
l10n_it_base.si_426,Tržišče,l10n_it_base.si_c_014,8295,386,251,245,
l10n_it_base.si_427,Turjak,l10n_it_base.si_c_328,1311,386,251,245,
l10n_it_base.si_428,Turnišče,l10n_it_base.si_c_428,9224,386,251,245,
l10n_it_base.si_429,Uršna sela,l10n_it_base.si_c_034,8323,386,251,245,
l10n_it_base.si_430,Vače,l10n_it_base.si_c_074,1252,386,251,245,
l10n_it_base.si_431,Velenje,l10n_it_base.si_c_431,3320,386,251,245,
l10n_it_base.si_432,Velenje - poštni predali,l10n_it_base.si_c_431,3322,386,251,245,
l10n_it_base.si_433,Velika Loka,l10n_it_base.si_c_068,8212,386,251,245,
l10n_it_base.si_434,Velika Nedelja,l10n_it_base.si_c_125,2274,386,251,245,
l10n_it_base.si_435,Velika Polana,l10n_it_base.si_c_435,9225,386,251,245,
l10n_it_base.si_436,Velike Lašče,l10n_it_base.si_c_328,1315,386,251,245,
l10n_it_base.si_437,Veliki Gaber,l10n_it_base.si_c_068,8213,386,251,245,
l10n_it_base.si_438,Veržej,l10n_it_base.si_c_438,9241,386,251,245,
l10n_it_base.si_439,Videm - Dobrepolje,l10n_it_base.si_c_372,1312,386,251,245,
l10n_it_base.si_440,Videm pri Ptuju,l10n_it_base.si_c_440,2284,386,251,245,
l10n_it_base.si_441,Vinica,l10n_it_base.si_c_001,8344,386,251,245,
l10n_it_base.si_442,Vipava,l10n_it_base.si_c_084,5271,386,251,245,
l10n_it_base.si_443,Visoko,l10n_it_base.si_c_385,4212,386,251,245,
l10n_it_base.si_444,Višnja Gora,l10n_it_base.si_c_124,1294,386,251,245,
l10n_it_base.si_445,Vitanje,l10n_it_base.si_c_445,3205,386,251,245,
l10n_it_base.si_446,Vitomarci,l10n_it_base.si_c_376,2255,386,251,245,
l10n_it_base.si_447,Vodice,l10n_it_base.si_c_447,1217,386,251,245,
l10n_it_base.si_448,Vojnik,l10n_it_base.si_c_090,3212,386,251,245,
l10n_it_base.si_449,Volčja Draga,l10n_it_base.si_c_324,5293,386,251,245,
l10n_it_base.si_450,Voličina,l10n_it_base.si_c_181,2232,386,251,245,
l10n_it_base.si_451,Vransko,l10n_it_base.si_c_451,3305,386,251,245,
l10n_it_base.si_452,Vremski Britof,l10n_it_base.si_c_061,6217,386,251,245,
l10n_it_base.si_453,Vrhnika,l10n_it_base.si_c_453,1360,386,251,245,
l10n_it_base.si_454,Vuhred,l10n_it_base.si_c_315,2365,386,251,245,
l10n_it_base.si_455,Vuzenica,l10n_it_base.si_c_455,2367,386,251,245,
l10n_it_base.si_456,Zabukovje ,l10n_it_base.si_c_014,8292,386,251,245,
l10n_it_base.si_457,Zagorje ob Savi,l10n_it_base.si_c_050,1410,386,251,245,
l10n_it_base.si_458,Zagradec,l10n_it_base.si_c_124,1303,386,251,245,
l10n_it_base.si_459,Zavrč,l10n_it_base.si_c_459,2283,386,251,245,
l10n_it_base.si_460,Zdole,l10n_it_base.si_c_028,8272,386,251,245,
l10n_it_base.si_461,Zgornja Besnica,l10n_it_base.si_c_094,4201,386,251,245,
l10n_it_base.si_462,Zgornja Korena,l10n_it_base.si_c_357,2242,386,251,245,
l10n_it_base.si_463,Zgornja Kungota,l10n_it_base.si_c_463,2201,386,251,245,
l10n_it_base.si_464,Zgornja Ložnica,l10n_it_base.si_c_178,2316,386,251,245,
l10n_it_base.si_465,Zgornja Polskava,l10n_it_base.si_c_178,2314,386,251,245,
l10n_it_base.si_466,Zgornja Velka,l10n_it_base.si_c_045,2213,386,251,245,
l10n_it_base.si_467,Zgornje Gorje,l10n_it_base.si_c_463,4247,386,251,245,
l10n_it_base.si_468,Zgornje Jezersko,l10n_it_base.si_c_468,4206,386,251,245,
l10n_it_base.si_469,Zgornji Leskovec,l10n_it_base.si_c_440,2285,386,251,245,
l10n_it_base.si_470,Zidani Most,l10n_it_base.si_c_133,1432,386,251,245,
l10n_it_base.si_471,Zreče,l10n_it_base.si_c_370,3214,386,251,245,
l10n_it_base.si_472,Žabnica,l10n_it_base.si_c_094,4209,386,251,245,
l10n_it_base.si_473,Žalec,l10n_it_base.si_c_108,3310,386,251,245,
l10n_it_base.si_474,Železniki,l10n_it_base.si_c_337,4228,386,251,245,
l10n_it_base.si_475,Žetale,l10n_it_base.si_c_475,2287,386,251,245,
l10n_it_base.si_476,Žiri,l10n_it_base.si_c_476,4226,386,251,245,
l10n_it_base.si_477,Žirovnica,l10n_it_base.si_c_477,4274,386,251,245,
l10n_it_base.si_478,Žužemberk,l10n_it_base.si_c_086,8360,386,251,245,
